Goal velocity (deg/s),Present velocity (deg/s),Measured velocity (deg/s)
-181.2,-181.12694320056866,-181.1527094398896
181.2,181.11911015318628,181.15238700701
-181.79999999999998,-181.7289956729715,-181.758725888111
181.79999999999998,181.73649504950657,181.758354689649
-182.39999999999998,-182.34364627272316,-182.364606236285
182.39999999999998,182.34062109026235,182.3639179197892
-183.0,-182.94878317399582,-182.9705460278074
183.0,182.94720122574094,182.9701549826228
-183.6,-183.5491195133862,-183.5756768629234
183.6,183.55265967875798,183.5760947118858
-184.2,-184.15359847208342,-184.1816929974178
184.2,184.1508870403485,184.1819132519998
-184.79999999999998,-184.76059807026633,-184.7872718046084
184.79999999999998,184.75913147202291,184.7878676047864
-185.39999999999998,-185.36028057472282,-185.3933791542292
185.39999999999998,185.36757794706688,185.3935584670938
-186.0,-185.89460614051418,-185.9319628572684
186.0,185.9071078001712,185.9321003004438
-186.6,-186.50458512690645,-186.537831810335
186.6,186.51211377451304,186.5378591121134
-187.2,-187.11250452488443,-187.1437560998112
187.2,187.10211510304762,187.1437240329796
-187.79999999999998,-187.70939493433025,-187.7496455726714
187.79999999999998,187.72569954172215,187.7496784773146
-188.39999999999998,-188.31998460057548,-188.3556268161666
188.39999999999998,188.32026631755812,188.3555474244664
-189.0,-188.9240231925213,-188.9615009710276
189.0,188.92820222171719,188.9614816782656
-189.6,-189.53796078431424,-189.5673490564594
189.6,189.53636067806946,189.567451152146
-190.2,-190.144868808966,-190.173188030954
190.2,190.1466143744499,190.1733132335648
-190.79999999999998,-190.74728202543278,-190.7788133765236
190.79999999999998,190.75518697361463,190.7791247419876
-191.39999999999998,-191.36425077506442,-191.3846321497718
191.39999999999998,191.3491509224331,191.3850163406328
-192.0,-191.96153664390303,-191.9904591860044
192.0,191.95710355625542,191.9907488672656
-192.6,-192.5680528712689,-192.5962632452796
192.6,192.55969437784526,192.596244631748
-193.2,-193.1026611816476,-193.1347770405782
193.2,193.1078439334121,193.134775376544
-193.79999999999998,-193.70842207652052,-193.7406150654214
193.79999999999998,193.71321512164118,193.7406341787692
-194.39999999999998,-194.31658521014305,-194.3464707813814
194.39999999999998,194.31536602052276,194.3464873488306
-195.0,-194.9270295284239,-194.9524827816858
195.0,194.92311324472072,194.9522433891602
-195.6,-195.531179487176,-195.5583883574474
195.6,195.53049035979583,195.558246009366
-196.2,-196.1310935657826,-196.1641783439454
196.2,196.140045530095,196.1639769752154
-196.79999999999998,-196.73421624713106,-196.7701063611866
196.79999999999998,196.7358066103747,196.7697636518288
-197.39999999999998,-197.3362207417349,-197.376096787004
197.39999999999998,197.34994620184304,197.3757517039936
-198.0,-197.95518287308346,-197.9818729282434
198.0,197.95111786557874,197.9816453021044
-198.6,-198.5597479471544,-198.5877910938428
198.6,198.55140710528204,198.5875898680566
-199.2,-199.17165539656568,-199.1933523150726
199.2,199.16262164258504,199.1935422836332
-199.79999999999998,-199.69953805130518,-199.7322614286774
199.79999999999998,199.7075668123486,199.7321659619376
-200.39999999999998,-200.31474376602546,-200.338079882008
200.39999999999998,200.30706385732478,200.33808815099
-200.99999999999997,-200.91847853894302,-200.943986065788
200.99999999999997,200.92418528649014,200.944000851548
-201.6,-201.51729521149872,-201.549728192548
201.6,201.5188007928692,201.54989921377
-202.2,-202.12574505775206,-202.155532043628
202.2,202.12621002284985,202.155770295444
-202.79999999999998,-202.73169766668204,-202.761334137048
202.79999999999998,202.73208992270483,202.761578330286
-203.39999999999998,-203.3375717158927,-203.367123644408
203.39999999999998,203.3408194494157,203.367267675514
-203.99999999999997,-203.94581124922829,-203.972931134464
203.99999999999997,203.94742679304284,203.973017008176
-204.6,-204.54175737565413,-204.578777707106
204.6,204.5513635373587,204.578869474586
-205.2,-205.15597692030545,-205.184726032828
205.2,205.16032908856846,205.184697178678
-205.79999999999998,-205.76556547724766,-205.790623068586
205.79999999999998,205.76878960314374,205.7906135072
-206.39999999999998,-206.36399829163065,-206.396600517716
206.39999999999998,206.37227549001742,206.396427262
-206.99999999999997,-206.89960256779733,-206.935208749604
206.99999999999997,206.91146699836403,206.935083084438
-207.6,-207.510173027622,-207.541119245148
207.6,207.51806327077142,207.541005082992
-208.2,-208.12394558313562,-208.146909005668
208.2,208.12255606225537,208.146852390344
-208.79999999999998,-208.7277100065049,-208.75288396665
208.79999999999998,208.73283123624805,208.752789052398
-209.39999999999998,-209.33247955214117,-209.358923823668
209.39999999999998,209.32543420469167,209.358723623746
-209.99999999999997,-209.9398258900084,-209.964575074412
209.99999999999997,209.93163638963802,209.964686523984
-210.6,-210.5520879037429,-210.57036853335
210.6,210.55135877202076,210.570477800648
-211.2,-211.1521783667579,-211.176187864858
211.2,211.15273101636222,211.176590131946
-211.79999999999998,-211.74443450332487,-211.781859398402
211.79999999999998,211.75833519673876,211.78227584866
-212.39999999999998,-212.3623635576127,-212.387910921628
212.39999999999998,212.36020893831315,212.388268020376
-212.99999999999997,-212.9698896115992,-212.993576996748
212.99999999999997,212.9721992580844,212.99408985608
-213.6,-213.4990907162592,-213.532262959362
213.6,213.51098479650895,213.532642076462
-214.2,-214.11773611681863,-214.138032232108
214.2,214.1124152136122,214.13826451286
-214.79999999999998,-214.71958230165177,-214.74380060389
214.79999999999998,214.7141320311658,214.744111371358
-215.39999999999998,-215.31835326907813,-215.34964367545
215.39999999999998,215.32437286266494,215.34986971626
-215.99999999999997,-215.91569970147285,-215.95558246398
215.99999999999997,215.92883838384282,215.95560996705
-216.6,-216.53413048386093,-216.561456025346
216.6,216.54242591214089,216.561418825458
-217.2,-217.12302334600287,-217.167342132272
217.2,217.10527987543944,217.167308437582
-217.79999999999998,-217.76244715997493,-217.773350542936
217.79999999999998,217.7416842188597,217.773151661244
-218.39999999999998,-218.33928597538508,-218.379172274234
218.39999999999998,218.34352048558196,218.37900773789
-218.99999999999997,-218.95733327827375,-218.985077087532
218.99999999999997,218.95732492610665,218.985087983436
-219.6,-219.56504614176012,-219.590999569296
219.6,219.55997387052756,219.590887810838
-220.2,-220.15013194588516,-220.196847021064
220.2,220.17793316548028,220.196804764156
-220.79999999999998,-220.70405733440913,-220.735459181582
220.79999999999998,220.71526764404422,220.735419099746
-221.39999999999998,-221.29185782309992,-221.341278056402
221.39999999999998,221.3170578911568,221.341273096454
-221.99999999999997,-221.92561038960665,-221.947078975818
221.99999999999997,221.92292826313005,221.947218916504
-222.6,-222.52167178856604,-222.553224415232
222.6,222.53794098069434,222.553057637284
-223.2,-223.12619454587892,-223.158670419602
223.2,223.12410786290218,223.159058127218
-223.79999999999998,-223.7253442121387,-223.764692417682
223.79999999999998,223.7355407629571,223.764929557186
-224.39999999999998,-224.36255332303006,-224.370442104668
224.39999999999998,224.34183702197723,224.37111829119
-224.99999999999997,-224.94919470729235,-224.976295541174
224.99999999999997,224.95639830992445,224.976798377644
-225.6,-225.5484832246065,-225.582121045886
225.6,225.55043497141412,225.582603302758
-226.2,-226.15311781297817,-226.187985321152
226.2,226.15758333650558,226.18852625898
-226.79999999999998,-226.76892590638707,-226.793746969324
226.79999999999998,226.7615783664512,226.793969418226
-227.39999999999998,-227.2990791523317,-227.332460304998
227.39999999999998,227.29932013866002,227.332607162466
-227.99999999999997,-227.90854978124307,-227.938230231416
227.99999999999997,227.8972163300928,227.938477947324
-228.6,-228.51544724730022,-228.544021296112
228.6,228.52185141643722,228.544116446898
-229.2,-229.12707639939578,-229.14997122631
229.2,229.1242776777687,229.149958000746
-229.79999999999998,-229.72488930301964,-229.755897514888
229.79999999999998,229.7233140261216,229.755918062202
